 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  16.10.2025    Time:  10:45:57
 Units: L = cm   , T = hours, M = mmol 



                               Node( 38)

         time            h        theta    Temp  
        589.0000      -28.95  0.1694   20.000
        590.0000      -30.61  0.1659   20.000
        591.0000      -32.19  0.1632   20.000
        592.0000      -33.85  0.1604   20.000
        593.0000      -35.28  0.1579   20.000
        594.0000      -36.61  0.1556   20.000
        595.0000      -37.73  0.1538   20.000
        596.0000      -38.75  0.1526   20.000
        597.0000      -39.72  0.1515   20.000
        598.0000      -40.62  0.1505   20.000
        599.0000      -41.43  0.1495   20.000
        600.0000      -42.20  0.1486   20.000
        601.0000      -42.92  0.1478   20.000
        602.0000      -43.60  0.1470   20.000
        603.0000      -44.26  0.1463   20.000
        604.0000      -44.88  0.1456   20.000
        605.0000      -45.47  0.1449   20.000
        606.0000      -46.05  0.1442   20.000
        607.0000      -46.62  0.1435   20.000
        608.0000      -47.17  0.1429   20.000
        609.0000      -47.78  0.1423   20.000
        610.0000      -48.48  0.1418   20.000
        611.0000      -49.29  0.1412   20.000
        612.0000      -50.19  0.1405   20.000
        613.0000      -51.19  0.1397   20.000
        614.0000      -52.26  0.1389   20.000
        615.0000      -53.39  0.1380   20.000
        616.0000      -54.51  0.1372   20.000
        617.0000      -55.58  0.1363   20.000
        618.0000      -56.58  0.1356   20.000
        619.0000      -57.51  0.1349   20.000
        620.0000      -58.31  0.1343   20.000
        621.0000      -58.98  0.1337   20.000
        622.0000      -42.14  0.1487   20.000
        623.0000      -34.47  0.1594   20.000
        624.0000      -34.41  0.1594   20.000
        625.0000      -34.97  0.1585   20.000
        626.0000      -35.62  0.1574   20.000
        627.0000      -36.28  0.1562   20.000
        628.0000      -37.01  0.1550   20.000
        629.0000      -37.70  0.1538   20.000
        630.0000      -38.46  0.1530   20.000
        631.0000      -39.23  0.1521   20.000
        632.0000      -40.05  0.1511   20.000
        633.0000      -40.88  0.1502   20.000
        634.0000      -41.76  0.1491   20.000
        635.0000      -42.74  0.1480   20.000
        636.0000      -43.78  0.1468   20.000
        637.0000      -44.87  0.1456   20.000
        638.0000      -46.01  0.1443   20.000
        639.0000      -47.02  0.1431   20.000
        640.0000      -47.90  0.1422   20.000
